					 Word Occurence Report
			Words with location & lines of occurence
==============================================================================
Word:                     Location:                 Lines
know                      textFile.txt              59,61,67,87,91,101,117,141,185,191,195,197,211,285,289,305,327,337,353,386,396,406,450,462,474,500,502,512,528,534,560,580,588,620,642,672,682,731,733,737
knowest                   textFile.txt              482
knowing                   textFile.txt              630
knowledge                 textFile.txt              347,470,729
known                     textFile.txt              380,528,560,654
knows                     textFile.txt              47,195,197
labor                     textFile.txt              169
labored                   textFile.txt              739
labors                    textFile.txt              410
labyrinth                 textFile.txt              682
lacking                   textFile.txt              71
ladder                    textFile.txt              211,213,215
laden                     textFile.txt              410
lady                      textFile.txt              51,67,608,650
laid                      textFile.txt              93,189,498,508,634
lain                      textFile.txt              376,446,688
lamp                      textFile.txt              189,223
lamplight                 textFile.txt              189
land                      textFile.txt              47,169,345,362,534
landed                    textFile.txt              662,723
landlordism               textFile.txt              568
lands                     textFile.txt              345
landscape                 textFile.txt              41,608,650,656
languidly                 textFile.txt              51
languor                   textFile.txt              53
large                     textFile.txt              345,370,418,678
largely                   textFile.txt              620,632
larger                    textFile.txt              347,506,735
last                      textFile.txt              27,59,101,111,189,264,277,345,362,376,412,440,452,462,500,508,510,566,568,600,636,672,692,700,704,729,735,739,747
late                      textFile.txt              248,265,333,560,608,668
lately                    textFile.txt              608
later                     textFile.txt              264,275,512
latest                    textFile.txt              23,95
Latin                     textFile.txt              121
latter                    textFile.txt              386
latter's                  textFile.txt              33
laugh                     textFile.txt              345,542
laughed                   textFile.txt              73,458,702
laughing                  textFile.txt              9,707
laughter                  textFile.txt              141
law                       textFile.txt              299
lawless                   textFile.txt              588
lawn                      textFile.txt              5,141,145,151,173,195,221,265,345,656
lawsuits                  textFile.txt              119
lawyer                    textFile.txt              93,117,119,147,189,230,240,265,277,289,295,297,299,319,335,426,436,452,470,488,498,508,514,526,564,566,574,578,602,620,646,709
lawyer's                  textFile.txt              123,743
lay                       textFile.txt              225,265,345,362,436,446
layer                     textFile.txt              380
laying                    textFile.txt              737
lead                      textFile.txt              207,211
leading                   textFile.txt              189
leaf                      textFile.txt              101,374,380
leafage                   textFile.txt              27,347
leafy                     textFile.txt              360
lean                      textFile.txt              31,398,412
leaned                    textFile.txt              53,305,325,662
leaning                   textFile.txt              101,372,568
leap                      textFile.txt              490,660
leapt                     textFile.txt              384
learned                   textFile.txt              735
learning                  textFile.txt              544
least                     textFile.txt              65,345,378,602,632,682,729,739
leathery                  textFile.txt              5,27
leave                     textFile.txt              195,600,640
leaves                    textFile.txt              101,111,305,309,362,442
leaving                   textFile.txt              412,508,646
led                       textFile.txt              89,225
left                      textFile.txt              111,173,265,285,291,359,362,388,424,476,510,600,602,733
leg                       textFile.txt              232
legal                     textFile.txt              291,293,608
legally                   textFile.txt              546
legend                    textFile.txt              49,95,189,315,374,698,733,735
legends                   textFile.txt              97,103
legs                      textFile.txt              319,470
length                    textFile.txt              386
lengths                   textFile.txt              506
leonine                   textFile.txt              221
less                      textFile.txt              27,111,151,191,510,588,731
lessened                  textFile.txt              506
let                       textFile.txt              141,351,406,470,504,540,676
letter                    textFile.txt              500
letters                   textFile.txt              155,678
level                     textFile.txt              27,139,151
liberties                 textFile.txt              739
liberty                   textFile.txt              502
licked                    textFile.txt              195
lid                       textFile.txt              380
lie                       textFile.txt              163,534,735
lies                      textFile.txt              111,444,538
life                      textFile.txt              53,550,560,592,731
lift                      textFile.txt              444
lifted                    textFile.txt              81,380,412,550,588,711,723
light                     textFile.txt              3,55,189,223,264,265,398,484,602,608,626,674,696
lighter                   textFile.txt              676
lighthouse                textFile.txt              27
lighting                  textFile.txt              232
lightly                   textFile.txt              345
like                      textFile.txt              17,21,23,25,27,33,37,47,53,55,65,81,93,101,105,111,115,127,181,189,195,207,209,223,225,228,236,240,244,256,265,275,331,333,345,351,359,360,362,366,368,374,380,382,384,386,426,454,470,472,474,490,508,510,528,534,554,560,586,588,602,604,608,618,624,628,636,652,654,656,660,672,682,688,696,704,721,725,729,731,733,741
liked                     textFile.txt              454
likely                    textFile.txt              199,265,337,454,474,500,731
likes                     textFile.txt              588
limbs                     textFile.txt              333
line                      textFile.txt              5,25,236,345,390,608
lined                     textFile.txt              173,654
linen                     textFile.txt              612,634
lines                     textFile.txt              25,264,620,656,735
lingered                  textFile.txt              600
lint                      textFile.txt              636,678
lion's                    textFile.txt              225
lions                     textFile.txt              111
lip                       textFile.txt              656
liquor                    textFile.txt              608
lit                       textFile.txt              33,189,376
literary                  textFile.txt              85,93
litter                    textFile.txt              181
littered                  textFile.txt              506
little                    textFile.txt              3,15,31,51,73,85,111,113,187,189,195,333,345,368,374,398,406,412,422,442,502,506,510,528,534,536,550,560,566,578,586,588,604,608,642,656,672,676,682,698,702,704,739,741
live                      textFile.txt              380,480
lived                     textFile.txt              33,111,560,636
lively                    textFile.txt              442
lives                     textFile.txt              189,195,238
living                    textFile.txt              111,382,686
local                     textFile.txt              33,93,95,189,337,608
logic                     textFile.txt              500
logical                   textFile.txt              688
London                    textFile.txt              608,614,707
lonely                    textFile.txt              608
long                      textFile.txt              31,33,81,109,223,238,264,273,277,287,333,376,382,498,510,550,566,594,608,612,662
longer                    textFile.txt              31,380,410,654,729
look                      textFile.txt              21,39,119,163,187,236,244,333,353,398,450,462,474,578,616,620,628,662,672,682,696,698,715,721,729
looked                    textFile.txt              23,41,65,67,119,123,151,155,201,226,238,246,315,345,355,374,386,400,492,506,512,532,536,558,578,612,654,668,715,723,729,743
looking                   textFile.txt              51,53,99,119,135,179,223,225,244,307,349,362,370,396,454,504
looks                     textFile.txt              171,327,366,731
loop                      textFile.txt              378
loose                     textFile.txt              31
loosely                   textFile.txt              412
loosened                  textFile.txt              111
lord                      textFile.txt              31,482,733
loses                     textFile.txt              248
losing                    textFile.txt              15
loss                      textFile.txt              15,396
lost                      textFile.txt              27,195,277,349,600,733
lot                       textFile.txt              337
loud                      textFile.txt              83,111,139,240,364
louder                    textFile.txt              111,442
love                      textFile.txt              111,552
lover                     textFile.txt              662
low                       textFile.txt              5,15,27,53,139,211,275,281,289,362,494,682
lower                     textFile.txt              15,27,51
lucidly                   textFile.txt              566
lucky                     textFile.txt              91
lunatic                   textFile.txt              197,729,737
lunch                     textFile.txt              33,93,173,402,406
lunched                   textFile.txt              474,534
luncheon                  textFile.txt              93
mad                       textFile.txt              95,111,470,664
madam                     textFile.txt              538
made                      textFile.txt              15,57,91,93,105,157,163,181,183,187,289,291,374,378,380,386,394,398,400,412,440,468,478,600,632,688,707,729,733,739
madman                    textFile.txt              741
magazine                  textFile.txt              85
magic                     textFile.txt              5,159,199,462,719,721
magician                  textFile.txt              640
main                      textFile.txt              51
major                     textFile.txt              33
make                      textFile.txt              85,93,101,149,408,500,588,600,662,672,707,709,719,721,737,739
makes                     textFile.txt              115,538,540,678
making                    textFile.txt              378,682
malcontent                textFile.txt              31
malice                    textFile.txt              205,305
man                       textFile.txt              1,31,55,61,93,101,105,117,127,147,155,163,183,189,195,197,273,277,293,297,299,303,327,349,355,368,374,386,398,406,426,452,454,462,472,474,528,538,572,580,582,586,588,594,600,604,606,608,624,630,640,664,672,731,737,739
man's                     textFile.txt              165,179,315,353,592,640
mane                      textFile.txt              743
maniacal                  textFile.txt              709
manner                    textFile.txt              79,254,303,355,410,528,630,678,719
manners                   textFile.txt              89,303,534
Manor                     textFile.txt              733
manufactured              textFile.txt              713
manufacturing             textFile.txt              739
many                      textFile.txt              3,23,25,111,277,378,534,568,588,604,608,628,630,682,739,741,745,751
many-colored              textFile.txt              656
map                       textFile.txt              345,378
maps                      textFile.txt              345
marked                    textFile.txt              608,614,636,678
market                    textFile.txt              345,566,608
markings                  textFile.txt              374
married                   textFile.txt              520,528,735
Martin                    textFile.txt              15,21,57,61,175,349,394,466,632
Martin's                  textFile.txt              396
marvelous                 textFile.txt              707
mask                      textFile.txt              277,743
masked                    textFile.txt              384,656
masks                     textFile.txt              139
mass                      textFile.txt              225
mast                      textFile.txt              101
master                    textFile.txt              223,277
matter                    textFile.txt              205,236,378,386,470,508,532,618,620,709,745
matters                   textFile.txt              608,676
may                       textFile.txt              55,67,211,289,295,412,416,426,500,508,538,544,580,598,620,678,729,739,745
maze                      textFile.txt              360
mazy                      textFile.txt              238
me                        textFile.txt              57,155,159,207,230,244,285,351,406,460,462,502,512,528,538,540,552,580,584,586,588,594,600,602,618,630,640,642,668,672,704,721,733,735,737,739,749
meager                    textFile.txt              412
meal                      textFile.txt              93
meals                     textFile.txt              3,189
mean                      textFile.txt              153,155,159,260,406,474,486,518,534,574,586,640
meandering                textFile.txt              454
meaning                   textFile.txt              700
means                     textFile.txt              672
meant                     textFile.txt              704,741
measured                  textFile.txt              528
mechanically              textFile.txt              482,606
mediaeval                 textFile.txt              345
medical                   textFile.txt              133,406,410,630
meditation                textFile.txt              382
meditatively              textFile.txt              105,400
Mediterranean             textFile.txt              686,707
medley                    textFile.txt              345
meet                      textFile.txt              1,3,600
meeting                   textFile.txt              598
memories                  textFile.txt              608
memory                    textFile.txt              181,638
men                       textFile.txt              111,127,129,131,199,211,236,238,265,374,588,592,620,624,644,731,733,739,741
mental                    textFile.txt              731
mercy                     textFile.txt              588
mere                      textFile.txt              27,81,119,225,345,384,474
merely                    textFile.txt              1,386,394,398,510,574
Merlin                    textFile.txt              5,33
meshes                    textFile.txt              442
met                       textFile.txt              33,123
metaphor                  textFile.txt              207
metaphors                 textFile.txt              207
middle                    textFile.txt              27,462
middle-class              textFile.txt              93
Midsummer                 textFile.txt              223
might                     textFile.txt              1,23,25,27,93,111,119,123,207,236,265,370,398,416,426,442,454,462,476,500,546,560,678,733,745
mildest                   textFile.txt              111
miles                     textFile.txt              103,139,145,151,223,265,279,624,630,682,707
military                  textFile.txt              398
mind                      textFile.txt              33,91,185,226,287,376,460,608,662,674,688,735
minds                     textFile.txt              25,737
mine                      textFile.txt              61,560,628,678,704
minor                     textFile.txt              33,256
minstrel                  textFile.txt              65,71
minute                    textFile.txt              556
minutely                  textFile.txt              378
minutes                   textFile.txt              275,668,672
miracle                   textFile.txt              704
miracles                  textFile.txt              540,704,733
miraculous                textFile.txt              125,127
mirror                    textFile.txt              382,638
miscalculation            textFile.txt              739
mischief                  textFile.txt              598
Miss                      textFile.txt              175,281,353,474,502,735
mist                      textFile.txt              27
misunderstood             textFile.txt              1
mixed                     textFile.txt              745
modern                    textFile.txt              33,364
mold                      textFile.txt              25
moment                    textFile.txt              55,85,171,183,223,311,386,400,476,502,532,546,600,630,656,739
moment's                  textFile.txt              226,602
momentary                 textFile.txt              226,462
moments                   textFile.txt              345,380
money                     textFile.txt              67,69,93,528,586
monk                      textFile.txt              236,246
monomania                 textFile.txt              15
monstrous                 textFile.txt              111,370
monstrously               textFile.txt              560
month                     textFile.txt              189,707
months                    textFile.txt              85
moon                      textFile.txt              135,209,470,674
moonshine                 textFile.txt              538,540,602,674
morality                  textFile.txt              588
morally                   textFile.txt              500
morbid                    textFile.txt              580
more                      textFile.txt              3,13,15,27,33,55,65,119,151,161,179,185,189,191,207,209,211,236,265,277,309,345,355,360,378,382,386,398,406,412,420,442,470,476,498,534,572,586,588,608,622,630,656,678,680,682,696,707,721,733,735,737,741,745
morning                   textFile.txt              23,277,345,406,410,552,656,723
Moslem                    textFile.txt              1
mosque                    textFile.txt              1
mossy                     textFile.txt              442
most                      textFile.txt              33,111,119,189,265,410,412,538,612,636,704,707,731
motioning                 textFile.txt              244,394
motionless                textFile.txt              3,254,368
motives                   textFile.txt              470,709
mount                     textFile.txt              273,345
mounted                   textFile.txt              652
mounting                  textFile.txt              490
mournful                  textFile.txt              406,478
mourning                  textFile.txt              277
mouth                     textFile.txt              225,398,484
move                      textFile.txt              17,141,209,221,510,646,694
moved                     textFile.txt              51,111,226,382,398,400
movement                  textFile.txt              157,181,183,291,394,658
movements                 textFile.txt              620
moves                     textFile.txt              741
moving                    textFile.txt              179,400
mows                      textFile.txt              195
Mr                        textFile.txt              33,35,41,85,87,89,119,125,141,145,151,189,195,230,248,327,450,462,474,500,512,534,540,580,586,588,590,608,618,620,632,678,682,688,698,731,735,739
Mrs                       textFile.txt              538,632
much                      textFile.txt              1,23,33,39,55,119,173,265,281,355,400,406,470,552,554,588,608,630,656,666,688,704,721,731,735,739,741
mud                       textFile.txt              135,731
muffled                   textFile.txt              169
mug                       textFile.txt              566
mulberry                  textFile.txt              135
multiplied                textFile.txt              25
murder                    textFile.txt              500,580,588,592,608,676,713,717,739
murdered                  textFile.txt              386
murderer                  textFile.txt              454,466,500,556,580,640,739
murderers                 textFile.txt              560,572,580,590
murderess                 textFile.txt              554
murderous                 textFile.txt              327
murmur                    textFile.txt              386,468
murmuring                 textFile.txt              111
museum                    textFile.txt              33
must                      textFile.txt              71,99,141,169,265,299,303,400,418,420,500,512,534,538,540,588,590,600,646,650,698,735,741
must-be                   textFile.txt              544
mustache                  textFile.txt              3,398,656
mustered                  textFile.txt              248
mustn't                   textFile.txt              195
mutiny                    textFile.txt              169
muttered                  textFile.txt              626
my                        textFile.txt              17,49,71,85,89,101,141,256,285,299,313,450,454,470,500,528,534,538,580,588,590,598,600,670,678,704,707,731,733,735,737,741
myself                    textFile.txt              283,333,512,552,572,642,678,704,731,739,745
mysterious                textFile.txt              442,496,608
mystery                   textFile.txt              189,378,424,510,592,628
mystic                    textFile.txt              454,466,496
mystics                   textFile.txt              238
myth                      textFile.txt              111
mythological              textFile.txt              380,628
mythology                 textFile.txt              33
name                      textFile.txt              121,139,510,731
named                     textFile.txt              33
nameless                  textFile.txt              372,622
naming                    textFile.txt              380
Napoleon                  textFile.txt              119
Napoleon'ic               textFile.txt              315
Napoleon's                textFile.txt              119
Napoleonic                textFile.txt              574,743
narration                 textFile.txt              729
narrow                    textFile.txt              694
narrows                   textFile.txt              111
nation                    textFile.txt              508
natives                   textFile.txt              75,111
natural                   textFile.txt              27,47,225,240,262,386,426,608,658,682,709,733
naturalists               textFile.txt              442
naturally                 textFile.txt              23,725
naturalness               textFile.txt              666
nature                    textFile.txt              133,135
naughty                   textFile.txt              1
near                      textFile.txt              15,248,360,380,600,650,733,737
nearer                    textFile.txt              380,394,656
nearest                   textFile.txt              275
nearly                    textFile.txt              61,442,709
neatly                    textFile.txt              398
necessary                 textFile.txt              133,236,289,650,707,709
neck                      textFile.txt              236,694,709
need                      textFile.txt              73,265,538
needed                    textFile.txt              588,608
needlessly                textFile.txt              364
needn't                   textFile.txt              620
negative                  textFile.txt              211
Negro                     textFile.txt              121
neighbor                  textFile.txt              87
neighborhood              textFile.txt              189
neither                   textFile.txt              386
Neo-Primitives            textFile.txt              608
nephew                    textFile.txt              31
nerve                     textFile.txt              31,508
nerves                    textFile.txt              406
nests                     textFile.txt              111
net                       textFile.txt              410,412,416,442
never                     textFile.txt              91,121,139,185,271,345,351,362,534,538,560,580,586,592,594,608,678,686,704,729,731,733,735
Nevertheless              textFile.txt              666
New                       textFile.txt              33,85,93,101,119,189,195,197,331,364,378,500,502,544,608,672,743
newcomer                  textFile.txt              65
newer                     textFile.txt              345,498
Newgate                   textFile.txt              620
news                      textFile.txt              95,175,656
next                      textFile.txt              77,85,171,345,410,588,594,600,632,688,729
nice                      textFile.txt              113
nigger                    textFile.txt              71
night                     textFile.txt              111,195,207,209,211,215,219,223,236,238,254,279,319,323,380,462,470,474,512,588,630,640,704
Night's                   textFile.txt              223
nightfall                 textFile.txt              275
nightmare                 textFile.txt              117,171,240,374
no                        textFile.txt              1,5,71,207,232,238,248,265,271,277,285,291,299,305,372,380,386,410,424,452,462,470,474,500,508,520,564,580,586,588,600,656,660,672,707,725,729,735,737,739,741,745
nobody                    textFile.txt              337,470,474,534,572,731
nocturnal                 textFile.txt              265
nodded                    textFile.txt              226,240,440,706
nodding                   textFile.txt              707
noise                     textFile.txt              101,197,264,384,630,682
none                      textFile.txt              238,580,588,696
nonsense                  textFile.txt              1,5,197,704,733
nonsensical               textFile.txt              1
noodles                   textFile.txt              707
Nor                       textFile.txt              33,380,566,608
normal                    textFile.txt              45
normally                  textFile.txt              15,462
not                       textFile.txt              1,5,33,41,47,53,55,59,61,65,71,91,93,101,105,111,139,141,157,179,181,187,189,191,201,205,207,209,211,225,226,236,246,265,271,273,277,281,285,319,345,355,364,370,372,376,378,380,382,384,386,388,390,394,398,406,408,410,412,424,440,474,500,510,512,526,528,534,538,548,552,566,578,586,594,598,600,608,612,618,620,638,640,662,668,672,678,682,688,694,704,719,721,729,731,733,735,739,741,745
note                      textFile.txt              209,262,672
noted                     textFile.txt              65,236,739
notes                     textFile.txt              612,630,731
nothing                   textFile.txt              111,236,265,291,331,351,386,406,410,412,420,476,498,508,510,540,574,704,731
Nothing'll                textFile.txt              7
notice                    textFile.txt              534
noticed                   textFile.txt              139,534,678
noticing                  textFile.txt              53
noting                    textFile.txt              498
notion                    textFile.txt              299,337,620,704,729,733
novelty                   textFile.txt              660
now                       textFile.txt              45,71,103,129,153,163,165,169,185,189,267,277,285,319,327,333,347,351,384,410,454,500,546,580,586,600,618,620,630,656,676,723,729,733,737,745
nuisance                  textFile.txt              630,733
number                    textFile.txt              733
oath                      textFile.txt              470
objection                 textFile.txt              191,195
objective                 textFile.txt              181
objects                   textFile.txt              25
oblivion                  textFile.txt              236
obnoxious                 textFile.txt              25
obscure                   textFile.txt              532
obscurely                 textFile.txt              608
observed                  textFile.txt              7,11,75,297,396,630
obstacle                  textFile.txt              733
obtained                  textFile.txt              608
obvious                   textFile.txt              454,688,739
Obviously                 textFile.txt              133,470
occasion                  textFile.txt              33,418
occasional                textFile.txt              238,265,277
occasionally              textFile.txt              197
occupied                  textFile.txt              608
occurred                  textFile.txt              592
odd                       textFile.txt              65,374,390,636
oddly                     textFile.txt              101,588
of                        textFile.txt              1,3,5,7,9,13,15,23,25,27,31,33,35,37,45,51,53,55,57,61,65,67,71,81,83,85,87,93,95,101,103,105,107,111,113,117,119,121,125,127,129,133,135,139,151,155,157,163,165,169,175,179,181,187,189,191,195,197,199,207,209,211,223,225,226,228,230,234,236,238,240,244,246,248,254,258,262,264,265,275,277,279,285,289,291,293,299,305,309,311,315,319,321,327,331,333,337,343,345,347,353,355,360,362,364,368,374,376,378,380,382,386,388,390,394,396,398,400,406,410,412,416,418,424,426,428,432,442,444,446,454,460,462,468,470,474,484,498,500,502,506,508,510,518,522,526,528,534,538,540,542,546,548,550,552,556,560,566,572,574,576,580,586,588,590,592,596,598,600,602,608,612,620,622,624,626,630,632,634,636,638,640,644,650,656,660,662,664,666,672,674,676,678,680,682,686,688,694,696,698,700,704,707,709,713,719,721,723,725,729,731,733,735,737,739,741,743,745
off                       textFile.txt              1,55,151,199,221,248,293,299,408,416,454,528,588,608,614,660,662,696,733,737
offer                     textFile.txt              93
offered                   textFile.txt              93,360
officer                   textFile.txt              630
often                     textFile.txt              199,398,548,572,600,707
ogre                      textFile.txt              195
Oh                        textFile.txt              13,43,101,107,123,155,177,244,262,285,305,534,552
old                       textFile.txt              1,3,5,23,33,67,199,277,345,462,466,474,534,538,572,598,600,602,612,630,642,654,672,696,707,715,737,743
older                     textFile.txt              23,244,438,502
ominous                   textFile.txt              240
omission                  textFile.txt              236
on                        textFile.txt              1,3,15,23,33,37,45,47,51,53,55,65,67,81,93,101,105,109,111,139,141,145,173,179,183,189,195,197,205,209,211,215,221,225,238,244,248,265,279,285,319,345,347,353,355,360,362,368,370,372,374,376,380,388,396,406,410,412,424,432,442,446,454,462,470,474,502,506,510,512,528,534,550,566,570,584,588,604,606,608,612,618,620,626,634,636,650,652,656,662,672,674,682,694,696,700,704,707,723,725,729,733,735,737,749,751
once                      textFile.txt              111,151,207,236,240,277,327,345,347,382,386,470,546,580,646,650,656,662,668,678,729,733
one                       textFile.txt              1,3,5,15,19,23,27,55,57,79,101,111,115,119,157,187,189,191,195,223,225,232,236,279,285,311,345,359,360,374,376,378,380,386,398,400,412,424,446,462,474,500,508,534,552,580,588,608,630,632,660,662,678,682,688,694,704,715,725,733,739
only                      textFile.txt              1,33,47,55,79,85,111,121,123,195,209,225,234,240,264,277,285,293,327,345,360,374,412,442,462,500,510,512,560,604,608,620,630,662,672,688,709,731,733,735,739
open                      textFile.txt              362,484,508,566,608
opened                    textFile.txt              111,374
opening                   textFile.txt              384,506,570,682
openings                  textFile.txt              682
openly                    textFile.txt              608
operation                 textFile.txt              640
operations                textFile.txt              412
opinion                   textFile.txt              5,454,729
opportunity               textFile.txt              608
opposite                  textFile.txt              111,240
oppressed                 textFile.txt              139
or                        textFile.txt              23,25,27,33,53,55,57,77,101,117,191,195,211,219,225,236,238,240,265,277,279,285,295,299,303,333,345,376,378,380,386,390,398,406,408,412,416,440,442,462,476,500,508,510,512,528,534,548,552,578,586,600,622,650,662,672,694,707,709,731,733,735
oracle                    textFile.txt              345
order                     textFile.txt              588
ordinary                  textFile.txt              355,628,684
organism                  textFile.txt              133,135
Originally                textFile.txt              121,474
orm                       textFile.txt              739
ornamental                textFile.txt              3
Orpheus                   textFile.txt              111
Orthodox                  textFile.txt              1
other                     textFile.txt              25,33,65,111,135,189,197,205,256,264,311,321,345,412,422,434,464,476,482,508,538,564,572,588,600,608,618,620,630,632,642,660,662,678,682,715,731,733,739
other's                   textFile.txt              139,189
others                    textFile.txt              33,139,199,209,265,275,656,741
otherwise                 textFile.txt              240,398,678
ought                     textFile.txt              9,502
our                       textFile.txt              41,163,169,285,319,323,534,538,598,628,672,737,745
ours                      textFile.txt              95
ourselves                 textFile.txt              396
out                       textFile.txt              25,27,55,77,85,93,101,111,179,189,195,223,232,236,279,299,323,345,355,362,378,386,388,406,412,470,500,508,512,518,534,546,570,580,602,636,638,650,672,678,696,709
outdoor                   textFile.txt              3
outlandish                textFile.txt              23
outlook                   textFile.txt              1
outside                   textFile.txt              33,264,345,347,454,566,608,630,682
outsider                  textFile.txt              462
outstretched              textFile.txt              723
outward                   textFile.txt              380
Over                      textFile.txt              25,27,53,67,101,135,187,209,232,236,250,287,293,345,362,412,436,470,662,682,690,694,696,707,721,739
overcame                  textFile.txt              111
overhanging               textFile.txt              723
overhung                  textFile.txt              225
overruled                 textFile.txt              729
owl                       textFile.txt              602
own                       textFile.txt              15,33,55,93,111,157,209,230,262,279,285,299,374,400,410,428,454,510,534,580,608,709,721,729,733
paced                     textFile.txt              238
pacing                    textFile.txt              236
pack                      textFile.txt              660
pagan                     textFile.txt              181,345
pageant                   textFile.txt              111
paid                      textFile.txt              550,656
painful                   textFile.txt              83,398,506,640,668,680
paint                     textFile.txt              704
painted                   textFile.txt              345,644
painter                   textFile.txt              650,656
paired                    textFile.txt              151
pale                      textFile.txt              240,260,325,476,484,510,656,662
paler                     textFile.txt              173
Panama                    textFile.txt              3,372
paradise                  textFile.txt              572,576
parallel                  textFile.txt              33
parchment                 textFile.txt              23
pardon                    textFile.txt              141,303,733
park                      textFile.txt              345,652
parody                    textFile.txt              733
part                      textFile.txt              25,27,53,107,506,670,704,707,723
Parthian                  textFile.txt              141
particular                textFile.txt              139,426,707
particularly              textFile.txt              1,508
partly                    textFile.txt              374
parts                     textFile.txt              23,238
party                     textFile.txt              1,93,141
pass                      textFile.txt              410,704
passage                   textFile.txt              362,608
passages                  textFile.txt              682
passed                    textFile.txt              23,53,179,236,254,382,733
passing                   textFile.txt              23,197,223,696
passion                   textFile.txt              223,277
passions                  textFile.txt              586
past                      textFile.txt              345,462,608,682
patch                     textFile.txt              23
patches                   textFile.txt              31
Pater                     textFile.txt              33
path                      textFile.txt              3,15,51,53,55,57,225,273,285,301,359,360,378,662
patiently                 textFile.txt              277,604
patients                  textFile.txt              299
patriots                  textFile.txt              101
patronage                 textFile.txt              91
pattern                   textFile.txt              111
patterns                  textFile.txt              23
pause                     textFile.txt              163,590,598,656
paused                    textFile.txt              5
paved                     textFile.txt              3
Paynter                   textFile.txt              33,35,41,85,89,91,97,103,119,121,129,189,195,223,226,230,232,240,246,256,264,267,277,291,297,303,307,315,325,353,355,359,372,380,382,386,394,398,400,404,408,418,440,442,450,454,458,462,468,472,474,476,490,500,502,506,526,534,536,540,550,556,562,570,580,582,586,588,592,606,608,612,616,622,632,644,648,652,660,670,678,682,688,696,698,723,731
Paynter's                 textFile.txt              739
Paynter'sface             textFile.txt              626
peacock                   textFile.txt              9,81,101,189,195,258,345,380,460,474,608,698,707,723,731,733,739
peacock's                 textFile.txt              374
peacocks                  textFile.txt              111,195,380
peak                      textFile.txt              364
peasant                   textFile.txt              15,165
peasantry                 textFile.txt              5,731
peasants                  textFile.txt              733,741,745
peculiar                  textFile.txt              731
peculiarity               textFile.txt              678
peer                      textFile.txt              656
peering                   textFile.txt              412
peninsula                 textFile.txt              27
people                    textFile.txt              5,93,119,191,193,195,199,211,285,337,462,534,560,568,572,620,630,682,704,707,733,737,745
people's                  textFile.txt              538
perch                     textFile.txt              372
perfectly                 textFile.txt              1,119,262,355,462,528,534,709
perhaps                   textFile.txt              23,33,55,61,71,75,101,141,155,157,209,265,313,345,386,474,498,510,538,592,608,654,668,678,729,733
perishing                 textFile.txt              534
permanently               textFile.txt              1
permission                textFile.txt              608
perplexity                textFile.txt              510
persisted                 textFile.txt              15
person                    textFile.txt              378,500,548,739
persons                   textFile.txt              378,548
pessimistic               textFile.txt              510
pestilence                textFile.txt              737
petered                   textFile.txt              195
Peters                    textFile.txt              195
petty                     textFile.txt              119
phase                     textFile.txt              5
Phoenicians               textFile.txt              23
phrases                   textFile.txt              508
Picasso                   textFile.txt              608
pick                      textFile.txt              351,632
picked                    textFile.txt              396,414,474,492,498
picture                   textFile.txt              93,588
picturesque               textFile.txt              345,608
piece                     textFile.txt              129
pieces                    textFile.txt              111,299
pier                      textFile.txt              3,45,53,662
pierced                   textFile.txt              25,662
piety                     textFile.txt              731
pipe                      textFile.txt              608
pirates                   textFile.txt              101
pitiable                  textFile.txt              538
pity                      textFile.txt              510
place                     textFile.txt              67,71,111,207,345,376,378,462,534,560,566,608,739
placed                    textFile.txt              612
placid                    textFile.txt              345
plain                     textFile.txt              113,345,592,644,729,733
plainly                   textFile.txt              420,470,624
plan                      textFile.txt              345,735,741
plans                     textFile.txt              704
plant                     textFile.txt              117,741
plantation                textFile.txt              230
plants                    textFile.txt              11
plates                    textFile.txt              223
play                      textFile.txt              345,707
played                    textFile.txt              1,135,606
playing                   textFile.txt              109
pleasant                  textFile.txt              141,707
pleasantly                textFile.txt              702
Please                    textFile.txt              141,406
pleased                   textFile.txt              89,345
pleasure                  textFile.txt              33
Pleiades                  textFile.txt              135
plodding                  textFile.txt              733
pluck                     textFile.txt              111,189
plucked                   textFile.txt              660
plume                     textFile.txt              111
plunged                   textFile.txt              225,275
plunging                  textFile.txt              29
plying                    textFile.txt              163
pockets                   textFile.txt              570
poem                      textFile.txt              698
poet                      textFile.txt              33,85,91,93,123,127,137,151,199,209,215,244,246,248,256,258,285,319,323,327,386,500,508,552,570,584,586,588,596,644
