					 Word Occurence Report
			Words with location & lines of occurence
==============================================================================
Word:                     Location:                 Lines
Court                     textFile.txt              360,412
cousin                    textFile.txt              61
cover                     textFile.txt              33
covering                  textFile.txt              634
cowboy                    textFile.txt              345
cracks                    textFile.txt              209,694
crag                      textFile.txt              739
craggy                    textFile.txt              3
crags                     textFile.txt              35,662
crammed                   textFile.txt              731
crashing                  textFile.txt              17
crazy                     textFile.txt              197
creating                  textFile.txt              739
creatures                 textFile.txt              111
Credulity                 textFile.txt              211
creep                     textFile.txt              608
creepy                    textFile.txt              622
crescent                  textFile.txt              181
crescents                 textFile.txt              25
crested                   textFile.txt              25,35
crevices                  textFile.txt              25
cried                     textFile.txt              107,177,197,213,230,327,331,392,444,490,540,552,562,692
cries                     textFile.txt              275
crime                     textFile.txt              380,462,580,588,739
crimes                    textFile.txt              594
criminal                  textFile.txt              386,620
criminology               textFile.txt              731
crimson                   textFile.txt              390
critic                    textFile.txt              33,93,209,550,588,656,731
critic's                  textFile.txt              33
critical                  textFile.txt              33
critics                   textFile.txt              121
crooked                   textFile.txt              327,360,735
cross                     textFile.txt              223
cross-examined            textFile.txt              630
crossed                   textFile.txt              91
crosses                   textFile.txt              345
crowd                     textFile.txt              454,721,729
crowds                    textFile.txt              733
crown                     textFile.txt              376,400
cry                       textFile.txt              733
crystals                  textFile.txt              707
cubic                     textFile.txt              345
Cubist                    textFile.txt              612
Cubists                   textFile.txt              608
cult                      textFile.txt              608
cultivated                textFile.txt              33
culture                   textFile.txt              731
cured                     textFile.txt              127
curiosity                 textFile.txt              157,226,345,660,672
curious                   textFile.txt              103,119,151,211,236,630,634,678
curled                    textFile.txt              23,656
curling                   textFile.txt              273
curt                      textFile.txt              301
curtained                 textFile.txt              347
curve                     textFile.txt              424
curving                   textFile.txt              5
customs                   textFile.txt              169
cut                       textFile.txt              25,61,179,345,378,380,398,454,528,534,636,644,656
cutting                   textFile.txt              59
cyclic                    textFile.txt              264
Cyclops                   textFile.txt              240
cynicism                  textFile.txt              554
Cyprian                   textFile.txt              33,85,91,331,341,382,384,386,496,508,608
Cyprus                    textFile.txt              33,707
damned                    textFile.txt              319
dance                     textFile.txt              264,442
danced                    textFile.txt              540
dangerous                 textFile.txt              157,600
dangerously               textFile.txt              372
dare                      textFile.txt              197,474,562
dared                     textFile.txt              195,600
Darien                    textFile.txt              364
dark                      textFile.txt              75,111,119,137,139,165,173,205,225,236,240,264,269,388,394,398,574,598,608,656
darkened                  textFile.txt              638
darkening                 textFile.txt              386
darker                    textFile.txt              264
darkest                   textFile.txt              254,256
darkly                    textFile.txt              608
darting                   textFile.txt              508,652
daughter                  textFile.txt              3,15,49,89,175,225,291,733
dawn                      textFile.txt              256,262,264,345
dawned                    textFile.txt              626
day                       textFile.txt              33,135,207,265,382,404,474,534,735,739,747
day's                     textFile.txt              412
daybreak                  textFile.txt              345
daylight                  textFile.txt              189,265,733
days                      textFile.txt              33,195,386,534,642,696
dazed                     textFile.txt              226
dazzling                  textFile.txt              660
de                        textFile.txt              111
dead                      textFile.txt              101,291,293,307,400,640,733
deadif                    textFile.txt              588
deadly                    textFile.txt              33
deal                      textFile.txt              5,33,624,630
dealing                   textFile.txt              733
dealt                     textFile.txt              93,733
dear                      textFile.txt              588
death                     textFile.txt              295,588,630,733,735,737,739
deceived                  textFile.txt              528
decided                   textFile.txt              378,386
decidedly                 textFile.txt              65
decomposition             textFile.txt              500
deductions                textFile.txt              448,450
deep                      textFile.txt              534
defend                    textFile.txt              580,733
defense                   textFile.txt              313,315
defensive                 textFile.txt              205
defiance                  textFile.txt              226,331
defined                   textFile.txt              378
deformed                  textFile.txt              225
degree                    textFile.txt              107
degrees                   textFile.txt              733
deliberate                textFile.txt              622
deliberately              textFile.txt              688
delicacy                  textFile.txt              508
delicately                textFile.txt              289,719
Delighted                 textFile.txt              89,709
delightful                textFile.txt              698
delirium                  textFile.txt              731
delusion                  textFile.txt              264
demanded                  textFile.txt              167,321,721
demands                   textFile.txt              729
democrat                  textFile.txt              91
demon                     textFile.txt              374
demur                     textFile.txt              745
density                   textFile.txt              378
deny                      textFile.txt              538,580
departed                  textFile.txt              440
depended                  textFile.txt              682
depth                     textFile.txt              386,410
descend                   textFile.txt              376
descended                 textFile.txt              3
descending                textFile.txt              5
description               textFile.txt              612
desert                    textFile.txt              111
deserts                   textFile.txt              111
deserve                   textFile.txt              588
desire                    textFile.txt              111
desired                   textFile.txt              735
despair                   textFile.txt              600
desperate                 textFile.txt              77
destined                  textFile.txt              5
destroy                   textFile.txt              111,534
destructive               textFile.txt              81
detached                  textFile.txt              372,380,678
detaching                 textFile.txt              416
detail                    textFile.txt              195,394,508,630
details                   textFile.txt              345,733
detective                 textFile.txt              410,620,622,642,648,652,656,674,692
detectives                textFile.txt              546
deter                     textFile.txt              410
detours                   textFile.txt              238
developments              textFile.txt              566
devil                     textFile.txt              117,260,717,733
devil's                   textFile.txt              230
devils                    textFile.txt              285
devour                    textFile.txt              111
devours                   textFile.txt              199
dew                       textFile.txt              195
did                       textFile.txt              33,59,93,111,155,159,181,195,209,226,246,273,357,364,386,390,396,402,440,460,462,470,490,528,560,566,568,578,580,608,620,624,640,662,678,688,694,704,721,733,741
didn't                    textFile.txt              153,256,262,600,642
die                       textFile.txt              285,721,735
died                      textFile.txt              175,309,719,729,735,745
differ                    textFile.txt              588
difference                textFile.txt              500,510,672
different                 textFile.txt              500,733,745
differing                 textFile.txt              33
difficult                 textFile.txt              566
difficulties              textFile.txt              500
digesting                 textFile.txt              374
digging                   textFile.txt              7
dignity                   textFile.txt              676,733
dim                       textFile.txt              238,386,388
dimly                     textFile.txt              394,656
dine                      textFile.txt              215
dined                     textFile.txt              277
dines                     textFile.txt              197
dining-room               textFile.txt              630
dinner                    textFile.txt              189,248
diplomacy                 textFile.txt              33
diplomatic                textFile.txt              1,33
dipped                    textFile.txt              141,500
directing                 textFile.txt              584
directions                textFile.txt              378
disappear                 textFile.txt              273,707
disappearance             textFile.txt              688,704,739
disappearances            textFile.txt              682
disappeared               textFile.txt              540,719
disbelieving              textFile.txt              534
disc                      textFile.txt              380
discernible               textFile.txt              656
discipline                textFile.txt              111
discouraged               textFile.txt              277
discovered                textFile.txt              733
discoverer                textFile.txt              33
discoveries               textFile.txt              386,398
discovery                 textFile.txt              189,277,400
discuss                   textFile.txt              620
discussed                 textFile.txt              189
diseases                  textFile.txt              733
dislike                   textFile.txt              474
dismiss                   textFile.txt              500
dismissed                 textFile.txt              508
dispassionately           textFile.txt              668
displeased                textFile.txt              400
disquiet                  textFile.txt              81
dissuaded                 textFile.txt              600
distance                  textFile.txt              384,394
distant                   textFile.txt              61,83,345
distantly                 textFile.txt              226
distressed                textFile.txt              281
distrust                  textFile.txt              450
disturbed                 textFile.txt              380
disturbing                textFile.txt              141
Diving                    textFile.txt              360,386
do                        textFile.txt              9,61,67,69,73,107,125,127,135,161,167,203,219,260,271,281,285,289,333,337,339,345,353,406,474,500,502,518,528,534,538,540,560,574,580,584,600,642,654,672,678,704,731,733,745
doctor                    textFile.txt              93,119,137,139,141,171,173,179,183,189,236,240,275,277,281,283,285,291,299,351,392,394,396,398,400,408,410,412,416,426,436,600,632,636,656,658,660,672,676,682,698,704,706,709,711,719,723,727,729,739,745,747
doctor's                  textFile.txt              139,248,394,398,454,666,704
doctoring                 textFile.txt              285
doctors                   textFile.txt              636
does                      textFile.txt              303,486,500,628
doesn't                   textFile.txt              123
dog                       textFile.txt              416,418
doggedly                  textFile.txt              7
doing                     textFile.txt              1,81,392,600,610,650,672
dolphins                  textFile.txt              345,568
domestic                  textFile.txt              5,353
don't                     textFile.txt              9,47,87,117,135,137,141,149,159,161,163,191,211,215,230,232,297,305,313,317,327,353,406,434,462,500,534,548,552,562,564,616,630,652,674,682,737,741
done                      textFile.txt              291,341,386,406,436,500,548,588,600,656,707
doom                      textFile.txt              506
door                      textFile.txt              211,228,600,630,694
doorway                   textFile.txt              656
Dorado                    textFile.txt              588
dotted                    textFile.txt              345
double                    textFile.txt              412
doubt                     textFile.txt              378,424,440,474,745
doubtful                  textFile.txt              79,656
doubtfully                textFile.txt              600
doubtless                 textFile.txt              225,608,682,737
doubts                    textFile.txt              380
down                      textFile.txt              3,17,29,51,53,55,101,111,141,179,195,301,345,372,376,380,386,394,396,408,456,462,488,498,500,534,610,618,630,662,668,733,737
Dr                        textFile.txt              133,262,398,630,646
draconian                 textFile.txt              25
dragging                  textFile.txt              406,412,440
dragon                    textFile.txt              27,199
dragons                   textFile.txt              19
drained                   textFile.txt              576
dramatic                  textFile.txt              99,101
drawing                   textFile.txt              269
drawled                   textFile.txt              71,337
drawn                     textFile.txt              25,101,248
dreadful                  textFile.txt              474,512
dream                     textFile.txt              171,207,223,238
dreamily                  textFile.txt              512
dreamland                 textFile.txt              207,264
dreams                    textFile.txt              169,264,608
dress                     textFile.txt              394
dressed                   textFile.txt              31,398
drew                      textFile.txt              123,265,600
dried                     textFile.txt              642
drier                     textFile.txt              688
drifted                   textFile.txt              101
drink                     textFile.txt              588
drinking                  textFile.txt              566
drinks                    textFile.txt              588
drive                     textFile.txt              608
driven                    textFile.txt              454
drooping                  textFile.txt              331
drop                      textFile.txt              707
dropped                   textFile.txt              223,331,351,620
drove                     textFile.txt              534
drugged                   textFile.txt              534
drum                      textFile.txt              169
drunk                     textFile.txt              195
drunkard                  textFile.txt              426
dry                       textFile.txt              480,482,486,494,498,500,508,540,588,640,688
dryly                     textFile.txt              291
due                       textFile.txt              544
dull                      textFile.txt              446,498
dully                     textFile.txt              374
During                    textFile.txt              65,279,510
dust                      textFile.txt              640
duties                    textFile.txt              538,668
duty                      textFile.txt              141,303,656,739
dwarf                     textFile.txt              179
each                      textFile.txt              25,65,189,264
eager                     textFile.txt              412
early                     textFile.txt              265,546,739
earth                     textFile.txt              25,111,380,700
ease                      textFile.txt              380
easel                     textFile.txt              608,650,656,658,660,739
easier                    textFile.txt              93
easily                    textFile.txt              474
easy                      textFile.txt              378,608
eating                    textFile.txt              47,167,191,193,195,351
eats                      textFile.txt              159
eccentric                 textFile.txt              151,189,265
eddy                      textFile.txt              682
edge                      textFile.txt              225,386,412,500
edged                     textFile.txt              390
edges                     textFile.txt              345
educated                  textFile.txt              197,735
education                 textFile.txt              1,169,275
eels                      textFile.txt              442
effect                    textFile.txt              226,574,608,733
effecting                 textFile.txt              1
effort                    textFile.txt              376,418,426
efforts                   textFile.txt              412
either                    textFile.txt              1,207,510,528,608
ejaculated                textFile.txt              717
El                        textFile.txt              588
elaborate                 textFile.txt              737
elderly                   textFile.txt              1
elegantly                 textFile.txt              191
elementary                textFile.txt              682
elements                  textFile.txt              121
eleven                    textFile.txt              135
elf-locks                 textFile.txt              187
elfland                   textFile.txt              588
Elizabethan               textFile.txt              101,163
ellipse                   textFile.txt              384
else                      textFile.txt              248,293,460,598,729
else's                    textFile.txt              279
em                        textFile.txt              17,21
embarrassed               textFile.txt              55
embarrassment             textFile.txt              89
embassy                   textFile.txt              506
embers                    textFile.txt              33
embowered                 textFile.txt              53
emerald                   textFile.txt              25,360
employed                  textFile.txt              45
empty                     textFile.txt              181,240,246,606,608
enchanted                 textFile.txt              538,540
encountered               textFile.txt              15
end                       textFile.txt              25,101,103,113,135,234,620,628,662,698,733,739
ended                     textFile.txt              111,608
enemies                   textFile.txt              285
energetic                 textFile.txt              733
energy                    textFile.txt              410,660,739
engaged                   textFile.txt              518
engineer                  textFile.txt              398
England                   textFile.txt              3,23,91,139,707
English                   textFile.txt              1
enigmatic                 textFile.txt              79
enjoy                     textFile.txt              53
enjoyed                   textFile.txt              608
enlightened               textFile.txt              568,622
enormous                  textFile.txt              500
enough                    textFile.txt              3,17,55,75,151,199,226,277,534,588,688,707,733,747
enrichment                textFile.txt              382
enter                     textFile.txt              1
entered                   textFile.txt              359
entertained               textFile.txt              408
enthusiasm                textFile.txt              550
enthusiastic              textFile.txt              41
entirely                  textFile.txt              500,502,580,735
entrance                  textFile.txt              386,723
entry                     textFile.txt              225,347
envy                      textFile.txt              313
epidemics                 textFile.txt              197
epitaph                   textFile.txt              380
epitaphs                  textFile.txt              189
equal                     textFile.txt              85
equipment                 textFile.txt              386
equivocal                 textFile.txt              123
erected                   textFile.txt              656
escapade                  textFile.txt              721
escape                    textFile.txt              508,672
especially                textFile.txt              1,345,378,600,608
essential                 textFile.txt              378
establishment             textFile.txt              5
estate                    textFile.txt              299,534,608
estates                   textFile.txt              163
eternal                   textFile.txt              362
ethical                   textFile.txt              191
Europe                    textFile.txt              707
European                  textFile.txt              31
evaporate                 textFile.txt              640
evaporated                textFile.txt              195
Eve                       textFile.txt              195,552
even                      textFile.txt              5,23,27,31,33,83,91,139,189,195,197,215,226,264,265,277,285,353,360,374,378,380,386,408,426,442,476,482,528,538,546,560,586,608,612,628,660,682,686,688,702,704,731,733,735,741,743
evening                   textFile.txt              111,189,209,319,382,398
events                    textFile.txt              735
eventually                textFile.txt              225
ever                      textFile.txt              366,580,588,592,678,682,713,729,737,741
every                     textFile.txt              5,101,135,197,209,378,508,540,592,632
everybody                 textFile.txt              47,215,630,707,733
Everything                textFile.txt              27,47,53,189,291,538,550,640,696,709
everywhere                textFile.txt              5,694,704
evidence                  textFile.txt              327,632,636,678,713,745,749
evidently                 textFile.txt              608
evil                      textFile.txt              111,264,534
Ex                        textFile.txt              117
exact                     textFile.txt              723
exactly                   textFile.txt              436,731,733
exaggerate                textFile.txt              406
examination               textFile.txt              410,632
examined                  textFile.txt              382,400,408
example                   textFile.txt              13
exasperation              textFile.txt              5
exceedingly               textFile.txt              29
excellently               textFile.txt              608
except                    textFile.txt              61,71,93,707,731,739
exception                 textFile.txt              374
exceptions                textFile.txt              733
excitement                textFile.txt              213,265,325,490
exclaimed                 textFile.txt              115
exclusively               textFile.txt              33
Excuse                    textFile.txt              57,185,588,594,632
excusing                  textFile.txt              588
exile                     textFile.txt              91
exist                     textFile.txt              123
existed                   textFile.txt              121
exit                      textFile.txt              380
expectancy                textFile.txt              265
expected                  textFile.txt              386,510,566,600
expecting                 textFile.txt              265
experience                textFile.txt              91,277,682
experiences               textFile.txt              265
experiment                textFile.txt              265,410,600
explain                   textFile.txt              614,733,735
explained                 textFile.txt              620,678
explaining                textFile.txt              640
explains                  textFile.txt              682
explanation               textFile.txt              500,642,709,729,733
explicable                textFile.txt              510
explicit                  textFile.txt              15
exploitation              textFile.txt              169
expostulations            textFile.txt              729
expressed                 textFile.txt              364
expressions               textFile.txt              612
exquisite                 textFile.txt              31
extends                   textFile.txt              500
extent                    textFile.txt              25
extra                     textFile.txt              353
extraction                textFile.txt              1
extraordinary             textFile.txt              590,592
extreme                   textFile.txt              612
extremity                 textFile.txt              3
eye                       textFile.txt              240,374,424
eyebrows                  textFile.txt              295
eyed                      textFile.txt              345
eyes                      textFile.txt              25,65,355,368,424,484,542,580,588,598,608,741
fables                    textFile.txt              105
face                      textFile.txt              3,23,55,65,71,139,173,179,223,240,260,279,285,380,398,470,506,574,598,602,644,654,662,694,696,751
faced                     textFile.txt              500,508
faces                     textFile.txt              139
facie                     textFile.txt              500
facing                    textFile.txt              398
fact                      textFile.txt              5,179,236,240,275,372,398,404,406,512,524,566,725,731,733
factitious                textFile.txt              650
factor                    textFile.txt              500
facts                     textFile.txt              33,500,731,733
fad                       textFile.txt              454
failure                   textFile.txt              1
faint                     textFile.txt              27,101,386,476,602,608
faintly                   textFile.txt              264
fair                      textFile.txt              608,656
fairies                   textFile.txt              137,187
fairly                    textFile.txt              672
fairy                     textFile.txt              5,135,538,540
fairyland                 textFile.txt              37
falcon                    textFile.txt              588
fall                      textFile.txt              111,416,608
fallacious                textFile.txt              93
fallacy                   textFile.txt              588
fallen                    textFile.txt              33,107,187,293,359,729
falling                   textFile.txt              248
false                     textFile.txt              548,656,741
familiar                  textFile.txt              57,240,729
families                  textFile.txt              23,163
family                    textFile.txt              23,31,93,139,165,277,502
famous                    textFile.txt              33,345
fanatical                 textFile.txt              454
fancied                   textFile.txt              223,386,656
fancies                   textFile.txt              223,600
fanciful                  textFile.txt              400,632
fancy                     textFile.txt              27,39,61,103,135,264,265,374,386,406,420,426,460,528,534,572,600,604,731,733,745
fantastic                 textFile.txt              25,35,246,386
far                       textFile.txt              5,33,165,199,225,248,277,442,500,608,628,640,698,709,733
farce                     textFile.txt              234,374
farms                     textFile.txt              265
farther                   textFile.txt              275
farthest                  textFile.txt              27
farthing                  textFile.txt              588
fascinating               textFile.txt              129
fashion                   textFile.txt              23,55,285,349
fashionable               textFile.txt              588
fast                      textFile.txt              630
fastidious                textFile.txt              195
fate                      textFile.txt              538
father                    textFile.txt              3,285,528,534,538,600
father's                  textFile.txt              510
fathers                   textFile.txt              741
fatigue                   textFile.txt              400
fault                     textFile.txt              508,628
faults                    textFile.txt              628
favor                     textFile.txt              546,668
fear                      textFile.txt              71,111,265,319,502,733,739
feather                   textFile.txt              374
feathers                  textFile.txt              111,380,656
feathery                  textFile.txt              729
features                  textFile.txt              31
fed                       textFile.txt              374
feebleness                textFile.txt              53
feel                      textFile.txt              17,91,93,111,115,117,157,364,534,552,670
feeling                   textFile.txt              81,117,476,608
feelings                  textFile.txt              1,602
feet                      textFile.txt              248,265,380,418,542,570,648
fell                      textFile.txt              81,181,189,238,442,468,644
fellow                    textFile.txt              145,572
fellow's                  textFile.txt              295,572
felt                      textFile.txt              1,23,139,187,209,238,345,362,372,508,600,660,696
fencing                   textFile.txt              205
ferryman                  textFile.txt              45
fever                     textFile.txt              15,197,285,396,731,733,735,745
few                       textFile.txt              45,189,240,264,275,285,380,508,672,694,704,707
field                     textFile.txt              345,390
fields                    textFile.txt              265,345
fiend                     textFile.txt              739
fierce                    textFile.txt              221
fiercely                  textFile.txt              3
fifteen                   textFile.txt              668
fifty                     textFile.txt              23
fighting                  textFile.txt              345
figure                    textFile.txt              3,23,55,119,151,173,347,388,390,394,638,656,737
filled                    textFile.txt              111,264
fills                     textFile.txt              682
final                     textFile.txt              360,440,510
finality                  textFile.txt              228
finally                   textFile.txt              35,111,632,662,733
find                      textFile.txt              5,111,281,295,319,440,588,608,668,729,733
finds                     textFile.txt              632
fine                      textFile.txt              3,9,31,99,508
finger                    textFile.txt              57,81,109,400,436
fingers                   textFile.txt              105
finished                  textFile.txt              3
fire                      textFile.txt              386,390,602
firm                      textFile.txt              283
firmament                 textFile.txt              362
firmly                    textFile.txt              195,510
first                     textFile.txt              101,139,264,277,315,360,366,370,380,404,450,474,504,510,534,548,600,612,620,632,642,662,680,688,709,711,713,723,725,731,733,735,737,739
fish                      textFile.txt              93
fished                    textFile.txt              540
fisher's                  textFile.txt              408,662
fisherman                 textFile.txt              45,195,636,642,678
fisherman's               textFile.txt              55,396
fishermen                 textFile.txt              406
fishers                   textFile.txt              57
fishing                   textFile.txt              406,442,678
fit                       textFile.txt              396,500
fitted                    textFile.txt              31,93,410,432
fitting                   textFile.txt              534
fittingly                 textFile.txt              550
five                      textFile.txt              23,277,620,624
fix                       textFile.txt              590
fixed                     textFile.txt              698
flame                     textFile.txt              33,490
flaming                   textFile.txt              217
flanked                   textFile.txt              3
flapped                   textFile.txt              656
flash                     textFile.txt              135,179,360,380,658,729
flat                      textFile.txt              380,446
flattening                textFile.txt              636
flatter                   textFile.txt              704
fled                      textFile.txt              386,660
fleeing                   textFile.txt              27
flesh                     textFile.txt              285
flew                      textFile.txt              111
flighty                   textFile.txt              189
flippantly                textFile.txt              256
floated                   textFile.txt              151
floor                     textFile.txt              360
flowers                   textFile.txt              53,662
flown                     textFile.txt              293
flung                     textFile.txt              737
flying                    textFile.txt              3,181,536,660
foliage                   textFile.txt              362
folk                      textFile.txt              61
follies                   textFile.txt              380
follow                    textFile.txt              236,502,600,650,660
followed                  textFile.txt              91,145,265,323,620,704,733,737
Following                 textFile.txt              394
fond                      textFile.txt              704
food                      textFile.txt              404
fool's                    textFile.txt              576
fools                     textFile.txt              704,741
foolscap                  textFile.txt              612
foot                      textFile.txt              360
foothold                  textFile.txt              360
For                       textFile.txt              3,15,23,33,41,71,93,99,111,113,121,123,135,137,141,151,155,163,165,179,189,211,219,221,223,226,238,240,244,248,264,265,273,277,285,311,313,315,323,345,355,359,360,374,376,378,380,384,386,390,396,398,400,404,406,410,416,442,450,454,456,462,470,500,502,504,512,528,532,534,538,540,546,550,560,566,572,580,586,588,590,600,608,620,630,636,640,650,656,660,662,668,670,672,678,682,688,694,698,704,707,711,727,729,731,733,737,739,745,747,751
forced                    textFile.txt              362
forehead                  textFile.txt              187
foreign                   textFile.txt              5,15,696
foreshadowing             textFile.txt              737
foreshore                 textFile.txt              45,723
forest                    textFile.txt              111,179,386,733
forever                   textFile.txt              698
forget                    textFile.txt              572
forgetting                textFile.txt              620
forgive                   textFile.txt              244,285,502,737
forgotten                 textFile.txt              31,380,725
fork                      textFile.txt              360
forking                   textFile.txt              378
forlorn                   textFile.txt              412
formalities               textFile.txt              739
formality                 textFile.txt              31
formed                    textFile.txt              5,27
formidable                textFile.txt              538
forming                   textFile.txt              189
forth                     textFile.txt              111,277,729
fortunate                 textFile.txt              580
forward                   textFile.txt              183,187,225,325
found                     textFile.txt              85,151,240,345,360,374,394,454,508,540,548,566,578,600,608,612,620,624,630,678,731,733,735,739,741
foundations               textFile.txt              360
fountain                  textFile.txt              386
four                      textFile.txt              412
fourteen                  textFile.txt              727
fragments                 textFile.txt              418
framed                    textFile.txt              23
Frankly                   textFile.txt              460,500,528
frayed                    textFile.txt              400
free                      textFile.txt              660
freed                     textFile.txt              111
freer                     textFile.txt              165
fresco                    textFile.txt              608
fresh                     textFile.txt              704,723
fretted                   textFile.txt              25
Friday                    textFile.txt              215
friend                    textFile.txt              41,57,85,163,265,319,323,345,386,438,502,538,566,608,672,674
friendly                  textFile.txt              139
friends                   textFile.txt              33,187,277,672,721
friendship                textFile.txt              672
fringed                   textFile.txt              3,246
fro                       textFile.txt              236,470
from                      textFile.txt              3,5,25,31,33,45,55,93,101,107,111,117,135,137,145,173,189,195,211,225,236,248,262,265,275,277,279,285,287,289,331,345,360,364,372,378,380,384,410,416,432,462,506,508,510,534,540,552,588,618,628,630,632,640,658,674,678,682,692,694,696,707,715,733,737,743
front                     textFile.txt              25,195,236,608,634
fronted                   textFile.txt              566
frown                     textFile.txt              380
frowning                  textFile.txt              400,414,568
fruit                     textFile.txt              412
fugitive                  textFile.txt              662
full                      textFile.txt              181,388,500,620,729
fullness                  textFile.txt              53
fully                     textFile.txt              1,275
fumbling                  textFile.txt              285
fun                       textFile.txt              600
funeral                   textFile.txt              390,396
funereal                  textFile.txt              394,410
fungoids                  textFile.txt              360
fungus                    textFile.txt              370
funnel                    textFile.txt              682
furiously                 textFile.txt              260,404
further                   textFile.txt              33,380,400,410,632
fuss                      textFile.txt              230,293
futility                  textFile.txt              248
future                    textFile.txt              662
gait                      textFile.txt              173
gale                      textFile.txt              197,696
gallows                   textFile.txt              584
gap                       textFile.txt              225
garb                      textFile.txt              396
garden                    textFile.txt              3,49,51,81,93,111,151,163,189,236,238,265,277,287,345,347,376,462,506,534,608,620,622,650,652,656,662,741
gardener                  textFile.txt              5,11,23,632,741
gardening                 textFile.txt              608
garen                     textFile.txt              207
gate                      textFile.txt              388
gates                     textFile.txt              1
gateway                   textFile.txt              225,275,347
gathered                  textFile.txt              101,189,275
gave                      textFile.txt              1,327,345,394,608,739
gay                       textFile.txt              101,345
gazed                     textFile.txt              55,638
gazing                    textFile.txt              35,187,248,311,372,374,690,706
geese                     textFile.txt              33
general                   textFile.txt              13,163
generally                 textFile.txt              45,398,600
generations               textFile.txt              285
genial                    textFile.txt              89
genially                  textFile.txt              698
genius                    textFile.txt              550,586
gentleman                 textFile.txt              15,33,119,630,668,715
gentleman's               textFile.txt              739
gentlemen                 textFile.txt              572,584,620,624,698,739
gently                    textFile.txt              586
gentry                    textFile.txt              169
gesture                   textFile.txt              81,163,221,394,478
gestures                  textFile.txt              608
get                       textFile.txt              7,17,406,608,672,704,735,739
gets                      textFile.txt              207
getting                   textFile.txt              528
ghost                     textFile.txt              236,622
ghosts                    textFile.txt              5,745
giantess                  textFile.txt              608
giants                    textFile.txt              111,733
gift                      textFile.txt              550
gigantic                  textFile.txt              179
gilded                    textFile.txt              179
girl                      textFile.txt              3,29,59,81,143,187,285,299,506,510,552,560
